,Id,Locality,Type,SubType,Price,Bedrooms,Living_Area,Is_Equiped_Kitchen,Is_Furnished,Is_Open_Fire,Terrace,Terrace_Area,Garden,Garden_Area,Land_Surface,Surface of the plot,State,Facades,Swim_pool,Sale_Type,Postal_Code
11900,20291868,Huy,Apartment,apartment,255000,2,75.0,True,False,False,True,0.0,False,0.0,75,0,Good,2,False,Private,1853
11901,20230260,Deurne,House,house,279000,4,143.0,True,False,False,True,14.0,True,100.0,257,211,As new,3,True,Private,2100
11902,20290835,Brussels,Apartment,apartment,289000,2,121.0,True,False,False,True,0.0,False,0.0,121,0,Not Known,0,False,Private,1000
11903,20249730,Vilvoorde,House,villa,460000,3,126.0,True,False,False,True,25.0,True,400.0,551,905,To renovate,4,False,Private,9308
11904,20297803,Deurne,Other,country-cottage,60000,2,58.0,False,False,True,True,12.0,True,211.0,281,211,Good,0,False,Private,2100
11905,20297171,Mechelen,House,house,199500,4,121.0,False,False,False,True,0.0,False,0.0,121,234,Not Known,0,False,Private,2800
11906,20013950,Nijlen,Apartment,apartment,360000,1,71.0,True,False,False,False,0.0,False,0.0,71,0,As new,2,True,Private,2801
11907,11478925,Tienen,Apartment,duplex,250000,1,65.0,True,False,False,False,0.0,False,0.0,65,0,Good,2,False,Private,3300
11908,20273721,Oostende,Apartment,apartment,237500,1,86.0,True,False,False,False,0.0,False,0.0,86,0,To be done up,3,False,Private,8300
11909,20269045,Torrevieja,Apartment,duplex,1900000,3,240.0,True,True,False,True,40.0,True,110.0,390,0,As new,2,True,Private,3840
